lat,lon,node_name,node_type
41.1762875,-8.6472746,Aviz,restaurant
41.1768226,-8.6473342,daTerra,restaurant
41.1601296,-8.6437793,Yes Sushi,restaurant
41.1583869,-8.6347104,Restaurante Calorias,restaurant
41.1585201,-8.6335438,Pizzaria Luggo,restaurant
41.1593603,-8.6316775,Terrela,restaurant
41.1592006,-8.6332014,Art Pizza,restaurant
41.1589688,-8.6332722,Rosa do Porto,restaurant
41.1591902,-8.6359298,S. Francisco,restaurant
41.1603637,-8.6403075,RetroVade,restaurant
41.1602868,-8.6410885,SOMOS Restaurante & Lounge,restaurant
41.1635725,-8.6478925,Sou Green,restaurant
41.1635586,-8.6613966,Tourigalo,restaurant
41.1465085,-8.616564,Enche o Bandulho,restaurant
41.1487451,-8.6129042,Obicà Mozzarella Bar e Restaurante,restaurant
41.149742,-8.605255,Baloiço do Mercado Temporário do Bolhão,attraction
41.1418593,-8.6149565,Mercado,restaurant
41.1513338,-8.6071512,BOP café,restaurant
41.1430281,-8.6148333,Galeria do Largo,restaurant
41.1464565,-8.6118687,Avenida,restaurant
41.1493773,-8.5878214,Tia Orlanda,restaurant
41.1569939,-8.6298801,Churrasqueira Rotunda da Boavista,restaurant
41.1461902,-8.5940116,Café Restaurante Marinho,restaurant
41.1460267,-8.6041053,Casa Guedes 2,restaurant
41.1625902,-8.6331575,Canal 3,restaurant
41.1533294,-8.6307967,Imperador,restaurant
41.1533647,-8.6304693,Olá Vietnam,restaurant
41.1639716,-8.6342009,Latinocafé,restaurant
41.1668223,-8.633235,O Pote Velho,restaurant
41.1460055,-8.6040403,Santiago da Praça,restaurant
41.1483685,-8.6205385,Indian Italian Restaurant,restaurant
41.1404741,-8.61537,Silvas,restaurant
41.1484127,-8.6128678,Munchie,restaurant
41.1409837,-8.6166097,Cozza Rio,restaurant
41.1411661,-8.6156382,O Comercial,restaurant
41.1444471,-8.6122905,O Caseirinho,restaurant
41.1615249,-8.6208605,Café Serpa Pinto,restaurant
41.144263,-8.6174801,Farinha,restaurant
41.1441212,-8.6176073,Taberna Real Fado,restaurant
41.1498792,-8.6154955,Coupage,restaurant
41.1533682,-8.6304789,Ola Vietname,restaurant
