stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,in,type
PRSM1,PRSM1,PARAÍSO (METRO),,41.1570540576503,-8.60910232409264,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PRSM1,True,bus
PRSM2,PRSM2,PARAÍSO (METRO),,41.1569933303712,-8.61006701903923,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PRSM2,True,bus
GONS2,GONS2,GONÇALO SAMPAIO,,41.1540812384566,-8.63154248514005,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=GONS2,True,bus
GONS1,GONS1,GONÇALO SAMPAIO,,41.1540054135173,-8.63195958742095,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=GONS1,True,bus
BRRS1,BRRS1,BARROCAS,,41.1724397906059,-8.58749002319739,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BRRS1,True,bus
BRRS2,BRRS2,BARROCAS,,41.171855547345,-8.5880254347578,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BRRS2,True,bus
BARO2,BARO2,BAIRRO ANT. AROSO,,41.1683363689563,-8.6691611798055,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BARO2,True,bus
PASS2,PASS2,PASSEIO ALEGRE,,41.1476855828992,-8.66767010345249,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PASS2,True,bus
EQ4,EQ4,ENTRE QUINTAS,,41.1456442135867,-8.62865393211318,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EQ4,True,bus
EQ3,EQ3,ENTRE QUINTAS,,41.1455886877021,-8.62870949813162,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EQ3,True,bus
SR2,SR2,S. ROQUE,,41.166147169914,-8.56934937734291,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SR2,True,bus
PSOC2,PSOC2,PERPÉTUO SOCORRO,,41.1623773075703,-8.60360986735047,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PSOC2,True,bus
MSTO1,MSTO1,MONSANTO,,41.1705323211569,-8.62042710383199,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MSTO1,True,bus
PBSS1,PBSS1,PINTO BESSA,,41.1489247643612,-8.58815952966035,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PBSS1,True,bus
BFB,BFB,BONFIM BARREIROS,,41.1692739649444,-8.58427460235736,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BFB,True,bus
EDRG3,EDRG3,ESTÁDIO DO DRAGÃO,,41.1585832937802,-8.58361110672841,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EDRG3,True,bus
ARS4,ARS4,AREOSA,,41.1805808017318,-8.58261235632332,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ARS4,True,bus
DJ32,DJ32,D.JOÃO III,,41.1576068812087,-8.66029160246177,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DJ32,True,bus
BRCC2,BRCC2,BR. COSTA CABRAL,,41.1717438011286,-8.585975267335,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BRCC2,True,bus
PLIM1,PLIM1,PIRES DE LIMA,,41.1662074270656,-8.59686006240623,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PLIM1,True,bus
BRCP1,BRCP1,BR. CAMPINAS,,41.1690523846022,-8.65089772886141,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BRCP1,True,bus
MSTO2,MSTO2,MONSANTO,,41.170358909367,-8.6201911857691,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MSTO2,True,bus
IGAL2,IGAL2,IGREJA DE  ALDOAR,,41.170421789441,-8.666268398878,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=IGAL2,True,bus
CAZ,CAZ,COUTINHO AZEVEDO,,41.1593320467856,-8.59699399714811,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CAZ,True,bus
NAVE2,NAVE2,NAVE,,41.1515854289193,-8.59745626331974,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=NAVE2,True,bus
VRD1,VRD1,VARANDAS,,41.1422476473586,-8.58754270859554,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VRD1,True,bus
MRD,MRD,MOREDA,,41.1508333457869,-8.6002221870917,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MRD,True,bus
C24A1,C24A1,CAMPO 24 DE AGOSTO,,41.1487547459371,-8.59839327398482,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=C24A1,True,bus
GND2,GND2,GUINDAIS,,41.141591046829,-8.60591063690459,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=GND2,True,bus
FRNS1,FRNS1,FORNOS,,41.1402746279812,-8.59119316068959,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FRNS1,True,bus
MAV1,MAV1,MONTE AVENTINO,,41.1630610958596,-8.59022589788694,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MAV1,True,bus
PTDM1,PTDM1,PTE.D.MARIA PIA,,41.1402893404942,-8.59585823194325,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PTDM1,True,bus
ESCL,ESCL,ESCOLAS,,41.1641863025076,-8.57037044841758,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ESCL,True,bus
ICDF1,ICDF1,IGREJA CEDOFEITA,,41.1558245273513,-8.62226600063532,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ICDF1,True,bus
AVF2,AVF2,AV.FRANÇA,,41.1646167439743,-8.62586700155765,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AVF2,True,bus
BSB,BSB,SAPADOR. BOMBEIROS,,41.163368071324,-8.61567464751422,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BSB,True,bus
BCG,BCG,BCG,,41.1636552366185,-8.61795859816389,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BCG,True,bus
PISC,PISC,PISCINA CONSTIT.,,41.1630384266718,-8.61303009999801,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PISC,True,bus
HML1,HML1,HOSPITAL MILITAR,,41.1571757541221,-8.62421814072018,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=HML1,True,bus
PRR5,PRR5,PR. DA REPÚBLICA,,41.1546047108657,-8.61338837757046,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PRR5,True,bus
CZV1,CZV1,CRUZ VERMELHA,,41.1607974344741,-8.62464211204025,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CZV1,True,bus
NAT2,NAT2,NATÁRIA,,41.1672222347609,-8.62430560225017,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=NAT2,True,bus
MTCV,MTCV,MONTE CATIVO,,41.1622691915732,-8.61606058694031,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MTCV,True,bus
CMIC2,CMIC2,CAROLINA MICHAELIS,,41.1581072055644,-8.62277148557972,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CMIC2,True,bus
MATR,MATR,MATERNIDADE,,41.1509827904635,-8.62276468441399,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MATR,True,bus
FIG,FIG,FIGUEIROA,,41.1559563799195,-8.61685642612851,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FIG,True,bus
HML2,HML2,HOSPITAL MILITAR,,41.1568065678474,-8.62508389031128,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=HML2,True,bus
FTC1,FTC1,FONTE DE CONTUMIL,,41.168299652404,-8.58274934725725,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FTC1,True,bus
NAT1,NAT1,NATÁRIA,,41.1673333435058,-8.624222190384,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=NAT1,True,bus
QTAM1,QTAM1,QUINTA AMARELA,,41.1623099476185,-8.62468918474945,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=QTAM1,True,bus
QTAM2,QTAM2,QUINTA AMARELA,,41.1627539888818,-8.62486885029447,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=QTAM2,True,bus
AQL1,AQL1,ANTERO DE QUENTAL,,41.1626805106214,-8.61019700008461,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AQL1,True,bus
CVI1,CVI1,CARVALHIDO,,41.1665226280822,-8.6249948004954,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CVI1,True,bus
CVI3,CVI3,CARVALHIDO,,41.1670000186615,-8.62602776701539,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CVI3,True,bus
JRC1,JRC1,JOÃO R. CABRILHO,,41.155722246375,-8.65988892113369,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JRC1,True,bus
SRV1,SRV1,SERRALVES,,41.1606441100212,-8.659209740207,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRV1,True,bus
SRV2,SRV2,SERRALVES,,41.1609774935843,-8.65782091900664,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRV2,True,bus
TRR4,TRR4,TORRES,,41.150529109202,-8.66421727454817,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TRR4,True,bus
UC1,UC1,UNIV. CATÓLICA,,41.1535381595891,-8.67091559374689,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=UC1,True,bus
UC2,UC2,UNIV. CATÓLICA,,41.15354328988,-8.67108921022533,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=UC2,True,bus
PT2,PT2,PASTELEIRA,,41.1504166783044,-8.66108335752012,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PT2,True,bus
FLU3,FLU3,FLUVIAL,,41.1484162476073,-8.65386955554422,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FLU3,True,bus
STC1,STC1,S.TA CATARINA,,41.1507048016016,-8.65099353184922,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=STC1,True,bus
PINM3,PINM3,PINHEIRO MANSO,,41.1618664412641,-8.65287641523893,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PINM3,True,bus
PLM1,PLM1,PALMEIRAS,,41.1523560226214,-8.65210707261166,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PLM1,True,bus
PLM2,PLM2,PALMEIRAS,,41.1526362153838,-8.65133327586126,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PLM2,True,bus
PG1,PG1,PAULO DA GAMA,,41.1508558120513,-8.65870721609269,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PG1,True,bus
PGM1,PGM1,PAULO DA GAMA,,41.1482032963366,-8.65717778452284,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PGM1,True,bus
FLU2,FLU2,FLUVIAL,,41.1485797049366,-8.6537039612532,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FLU2,True,bus
PCL2,PCL2,PADRE LUIS CABRAL,,41.1515373387597,-8.66778580167502,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PCL2,True,bus
JBR2,JBR2,JOÃO BARROS,,41.1583663722483,-8.66426530735401,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JBR2,True,bus
VDAM1,VDAM1,VITORINO DAMASIO,,41.169294842318,-8.5941434691122,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VDAM1,True,bus
BS4,BS4,BOAVISTA - B.SUCESSO,,41.1559942707683,-8.62846364594593,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BS4,True,bus
BS7,BS7,BOAVISTA - B.SUCESSO,,41.1558943109686,-8.62848743358305,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BS7,True,bus
BS8,BS8,BOM SUCESSO,,41.1551497874929,-8.62852017627506,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BS8,True,bus
BIC3,BIC3,BICALHO,,41.1483888916822,-8.63699997576471,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BIC3,True,bus
PARR4,PARR4,PONTE ARRÁBIDA,,41.148404706393,-8.64013968148057,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PARR4,True,bus
FLU6,FLU6,FLUVIAL,,41.1484444326302,-8.65374994210878,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FLU6,True,bus
DL5,DL5,D.LEONOR,,41.1471944553566,-8.66024993713102,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DL5,True,bus
DL6,DL6,D.LEONOR,,41.147138846089,-8.66022221231453,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DL6,True,bus
PINM5,PINM5,PINHEIRO MANSO,,41.1621944735708,-8.65099994372078,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PINM5,True,bus
PINM6,PINM6,PINHEIRO MANSO,,41.1623998934502,-8.65111249093481,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PINM6,True,bus
SJB1,SJB1,S. JOÃO DE BRITO,,41.1664935264169,-8.65058537046117,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SJB1,True,bus
SJB2,SJB2,S. JOÃO DE BRITO,,41.1663855703794,-8.65060429885864,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SJB2,True,bus
SRC1,SRC1,SRA.CAMPANHÃ,,41.166437421854,-8.57431220672404,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRC1,True,bus
STCT,STCT,SOUTO CONTUMIL,,41.1672792477199,-8.5785771183227,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=STCT,True,bus
CMP1,CMP1,CAMPANHÃ,,41.1496617166864,-8.58589257517866,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CMP1,True,bus
RC1,RC1,R. CONTUMIL,,41.1696873812019,-8.58680449009278,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RC1,True,bus
NVT,NVT,NAVAS TOLOSA,,41.1682422479517,-8.57134479390214,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=NVT,True,bus
CRJ2,CRJ2,CORUJEIRA,,41.1594193279733,-8.58080401684803,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRJ2,True,bus
CNTM2,CNTM2,CONTUMIL (METRO),,41.1659916734209,-8.57856837481981,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CNTM2,True,bus
ARNH2,ARNH2,AREINHO,,41.144338916263,-8.57870932399767,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ARNH2,True,bus
PQN1,PQN1,PARQUE NASCENTE,,41.1746423167484,-8.56744899660946,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PQN1,True,bus
BCP1,BCP1,BR.CERCO PORTO,,41.1573065845836,-8.57049139418464,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BCP1,True,bus
JAE1,JAE1,J.A.E.,,41.1438111431712,-8.58220936134884,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JAE1,True,bus
JAE2,JAE2,J.A.E.,,41.1436722141313,-8.5827370378595,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=JAE2,True,bus
EDP1,EDP1,EDP,,41.145412648838,-8.57966752235841,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EDP1,True,bus
RNH1,RNH1,RANHA,,41.1768660831683,-8.5675233133519,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RNH1,True,bus
SP3,SP3,S. PEDRO,,41.1469394393652,-8.57331524969918,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SP3,True,bus
TRH1,TRH1,TORRINHA,,41.1532766433145,-8.62094038536173,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TRH1,True,bus
TRH2,TRH2,TORRINHA,,41.1531670193659,-8.62105631894748,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TRH2,True,bus
BVBR2,BVBR2,BOAVISTA BRASÍLIA,,41.1575866387239,-8.62667225845162,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BVBR2,True,bus
RA2,RA2,RAMADA ALTA,,41.1608030570271,-8.62121078757127,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RA2,True,bus
CDF1,CDF1,CEDOFEITA,,41.15509289926,-8.61864303435298,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CDF1,True,bus
CDF2,CDF2,CEDOFEITA,,41.1545297310713,-8.61892979230092,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CDF2,True,bus
LAPA2,LAPA2,LAPA,,41.1569648464133,-8.61299378827452,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=LAPA2,True,bus
PRR7,PRR7,PR. DA REPÚBLICA,,41.1542209174861,-8.61393417585689,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PRR7,True,bus
BCM3,BCM3,BOAVISTA-CASA DA MÚSICA,,41.1594575409767,-8.628618576088,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BCM3,True,bus
BCM4,BCM4,BOAVISTA-CASA DA MÚSICA,,41.1589457579588,-8.63017784612816,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BCM4,True,bus
AQL2,AQL2,ANTERO DE QUENTAL,,41.1616201051046,-8.61097088960214,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AQL2,True,bus
CVI4,CVI4,CARVALHIDO,,41.1663199313993,-8.6264885528171,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CVI4,True,bus
SPTO1,SPTO1,SERPA PINTO,,41.1641263557511,-8.62194993392642,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SPTO1,True,bus
RA1,RA1,RAMADA ALTA,,41.1603055542089,-8.62208327081041,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RA1,True,bus
CZV3,CZV3,CRUZ VERMELHA,,41.159527837135,-8.62529360542566,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CZV3,True,bus
CZV4,CZV4,CRUZ VERMELHA,,41.1601798269341,-8.6237796530084,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CZV4,True,bus
HSM3,HSM3,HOSP. S.TA MARIA,,41.1603899766079,-8.61154716723056,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=HSM3,True,bus
MRR2,MRR2,MARRACUENE,,41.1625667657911,-8.61975648036147,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MRR2,True,bus
AZV,AZV,AZEVEDO,,41.1516171981647,-8.56655738974504,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AZV,True,bus
BRB3,BRB3,BERNARDIM RIBEIRO,,41.1649086472962,-8.56603776443858,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BRB3,True,bus
ICAM1,ICAM1,IGREJA CAMPANHÃ,,41.1548613734712,-8.57416825128125,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ICAM1,True,bus
FMAG,FMAG,FERNÃO MAGALHÃES,,41.1686844464948,-8.5864500856501,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FMAG,True,bus
FRNS2,FRNS2,FORNOS,,41.1400888396869,-8.59176488961145,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FRNS2,True,bus
PTDM2,PTDM2,PTE.D.MARIA PIA,,41.1405332576366,-8.59670931028004,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PTDM2,True,bus
CMP4,CMP4,CAMPANHÃ,,41.1472422970396,-8.58732200676443,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CMP4,True,bus
SRC2,SRC2,SRA.CAMPANHÃ,,41.1665178371,-8.57522368859421,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SRC2,True,bus
PRF1,PRF1,PR. DAS FLORES,,41.1554999937793,-8.5900555244638,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PRF1,True,bus
TPR,TPR,TV. PRESA,,41.1680493367274,-8.57967860070231,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TPR,True,bus
VML,VML,VIELA MEIRAL,,41.1495696455093,-8.57106273457916,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VML,True,bus
VNFZ1,VNFZ1,VILA NOVA FOZ CÔA,,41.1618333479781,-8.56691666986763,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=VNFZ1,True,bus
CNTM,CNTM,CONTUMIL (METRO),,41.1654384503787,-8.57958933549932,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CNTM,True,bus
CSS2,CSS2,CAPELA SRA. SAÚDE,,41.1470426577732,-8.5893255315226,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CSS2,True,bus
CHOL2,CHOL2,CHAVES OLIVEIRA,,41.1608093339871,-8.57769250335057,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CHOL2,True,bus
EDP2,EDP2,EDP,,41.1455203732953,-8.57975163709959,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=EDP2,True,bus
CRJ1,CRJ1,CORUJEIRA,,41.1592845259,-8.58092164342542,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRJ1,True,bus
CSC,CSC,C. SAÚDE CAMPANHÃ,,41.1570573045099,-8.58998189887633,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CSC,True,bus
RAZ,RAZ,R. AZEVEDO,,41.1518884281059,-8.57221838780191,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=RAZ,True,bus
PREG,PREG,PESO DA RÉGUA,,41.1613055013164,-8.5695833540693,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PREG,True,bus
MPL3,MPL3,MARQUÊS,,41.1609599982982,-8.60405900922884,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MPL3,True,bus
MTT2,MTT2,MONTE TADEU,,41.1562057971703,-8.59925562544541,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MTT2,True,bus
CSS3,CSS3,CAPELA S.RA SAÚDE,,41.1474951196454,-8.58903146983092,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CSS3,True,bus
MPL1,MPL1,MARQUÊS,,41.1611090533618,-8.60398466000276,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=MPL1,True,bus
SI2,SI2,STO. ISIDRO,,41.1583551982847,-8.60142721259772,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SI2,True,bus
DJOA4,DJOA4,D. JOÃO IV,,41.1489716624836,-8.60169381222657,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=DJOA4,True,bus
AAL,AAL,AV.ALIADOS,,41.1479319922585,-8.61103766038429,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL,True,bus
FRX4,FRX4,FREIXO,,41.1465229754178,-8.57961908936269,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FRX4,True,bus
BSS3,BSS3,BESSA,,41.1603155941231,-8.64297734965846,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BSS3,True,bus
FOCO2,FOCO2,FOCO,,41.1611110785907,-8.64747220455906,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FOCO2,True,bus
CNT3,CNT3,CANTAREIRA,,41.1481111382884,-8.66522216437558,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CNT3,True,bus
FBC1,FBC1,FÁBRICA DO COBRE,,41.1692813105392,-8.57073806146323,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=FBC1,True,bus
CPTO,CPTO,CERCO DO PORTO,,41.1598889053011,-8.57030558815635,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CPTO,True,bus
SAL1,SAL1,SALGUEIROS,,41.1696620173775,-8.598969320678,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SAL1,True,bus
ALFG2,ALFG2,ALFÂNDEGA,,41.143949847913,-8.62273725297333,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFG2,True,bus
BRRM2,BRRM2,BR. RAMALDE,,41.1702574011976,-8.64845846427482,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=BRRM2,True,bus
SR4,SR4,S. ROQUE,,41.1664251680242,-8.56689067576674,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=SR4,True,bus
GC12,GC12,GOMES COSTA 1,,41.1618941617648,-8.65601531286195,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=GC12,True,bus
PJUV1,PJUV1,POUSADA JUVENTUDE,,41.1486589048126,-8.65995638144977,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=PJUV1,True,bus
CRVH2,CRVH2,CORDOARIA VELHA,,41.1480459190228,-8.65043651505495,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=CRVH2,True,bus
TRR3,TRR3,TORRES,,41.1507490256456,-8.66461931786799,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=TRR3,True,bus
ALX2,ALX2,ALEIXO,,41.1516889163678,-8.64938389181503,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALX2,True,bus
